LearnerID,Grade,SocioEconomicIndicator,LearningBarrier,Subject,Term,Mark,Attendance,TeacherNotes
CH-L2019064,5,Low,True,Life Skills,2,48,85.23,Often submits work late.
CH-L2019064,5,Low,True,Life Skills,3,54,92.0,Quiet but consistent.
CH-L2019064,5,Low,True,Afrikaans,1,45,80.63,Attendance is a concern.
CH-L2019064,5,Low,True,Afrikaans,2,52,90.74,Benefits from one-on-one attention. Benefits from one-on-one attention.
CH-L2019064,5,Low,True,Afrikaans,3,48,91.96,Easily distracted.
CH-L2021065,6,Low,False,English,1,68,100.0,Steady progress. Struggles with core concepts.
CH-L2021065,6,Low,False,English,2,70,98.37,Quiet but consistent.
CH-L2021065,6,Low,False,English,3,74,93.26,Completes all assigned work.
CH-L2021065,6,Low,False,Maths,1,68,98.86,Completes all assigned work. Attendance is a concern.
CH-L2021065,6,Low,False,Maths,2,70,94.17,Benefits from one-on-one attention.
CH-L2021065,6,Low,False,Maths,3,76,89.12,Quiet but consistent. Steady progress.
CH-L2021065,6,Low,False,Science,1,66,100.0,Completes all assigned work. Quiet but consistent.
CH-L2021065,6,Low,False,Science,2,63,87.25,Completes all assigned work. Benefits from one-on-one attention.
CH-L2021065,6,Low,False,Science,3,57,93.15,Completes all assigned work.
CH-L2021065,6,Low,False,Life Skills,1,68,97.3,Steady progress.
CH-L2021065,6,Low,False,Life Skills,2,70,99.61,Quiet but consistent. Steady progress.
CH-L2021065,6,Low,False,Life Skills,3,66,99.24,Completes all assigned work. Needs encouragement to participate.
CH-L2021065,6,Low,False,Afrikaans,1,67,96.73,Steady progress. Often submits work late.
CH-L2021065,6,Low,False,Afrikaans,2,64,100.0,Benefits from one-on-one attention.
CH-L2021065,6,Low,False,Afrikaans,3,60,88.25,Benefits from one-on-one attention.
CH-L2021066,7,Low,True,English,1,41,89.13,Struggles with core concepts.
CH-L2021066,7,Low,True,English,2,37,83.4,Easily distracted.
CH-L2021066,7,Low,True,English,3,47,94.47,Needs encouragement to participate.
CH-L2021066,7,Low,True,Maths,1,40,88.95,Attendance is a concern.
CH-L2021066,7,Low,True,Maths,2,44,81.41,Struggles with core concepts.
CH-L2021066,7,Low,True,Maths,3,44,87.86,Needs encouragement to participate. Attendance is a concern.
CH-L2021066,7,Low,True,Science,1,61,90.48,Quiet but consistent. Often submits work late.
CH-L2021066,7,Low,True,Science,2,53,83.92,Needs encouragement to participate. Often submits work late.
CH-L2021066,7,Low,True,Science,3,60,82.14,Easily distracted.
CH-L2021066,7,Low,True,Life Skills,1,45,91.63,Attendance is a concern.
CH-L2021066,7,Low,True,Life Skills,2,54,91.99,Steady progress.
CH-L2021066,7,Low,True,Life Skills,3,51,86.51,Completes all assigned work. Struggles with core concepts.
CH-L2021066,7,Low,True,Afrikaans,1,51,90.15,Steady progress.
CH-L2021066,7,Low,True,Afrikaans,2,51,80.58,Struggles with core concepts. Quiet but consistent.
CH-L2021066,7,Low,True,Afrikaans,3,53,78.86,Easily distracted.
CH-L2019067,4,Low,False,English,1,74,88.38,Steady progress. Quiet but consistent.
CH-L2019067,4,Low,False,English,2,70,93.91,Steady progress.
CH-L2019067,4,Low,False,English,3,72,93.19,Benefits from one-on-one attention.
CH-L2019067,4,Low,False,Maths,1,54,92.61,Completes all assigned work. Benefits from one-on-one attention.
CH-L2019067,4,Low,False,Maths,2,62,88.58,Completes all assigned work. Easily distracted.
CH-L2019067,4,Low,False,Maths,3,58,80.37,Needs encouragement to participate. Struggles with core concepts.
CH-L2019067,4,Low,False,Science,1,80,95.1,Completes all assigned work. Steady progress.
CH-L2019067,4,Low,False,Science,2,77,100.0,Steady progress.
CH-L2019067,4,Low,False,Science,3,78,95.16,Quiet but consistent.
CH-L2019067,4,Low,False,Life Skills,1,74,94.48,Steady progress. Easily distracted.
CH-L2019067,4,Low,False,Life Skills,2,73,88.86,Quiet but consistent.
CH-L2019067,4,Low,False,Life Skills,3,76,81.55,Attendance is a concern. Benefits from one-on-one attention.
CH-L2019067,4,Low,False,Afrikaans,1,68,94.38,Quiet but consistent.
CH-L2019067,4,Low,False,Afrikaans,2,70,87.65,Steady progress.
CH-L2019067,4,Low,False,Afrikaans,3,68,93.94,Completes all assigned work.
CH-L2019068,6,Medium,False,English,1,66,89.88,Quiet but consistent.
CH-L2019068,6,Medium,False,English,2,64,88.06,Steady progress.
CH-L2019068,6,Medium,False,English,3,69,90.81,Benefits from one-on-one attention.
CH-L2019068,6,Medium,False,Maths,1,77,97.01,Steady progress.
CH-L2019068,6,Medium,False,Maths,2,80,88.78,Quiet but consistent.
CH-L2019068,6,Medium,False,Maths,3,67,87.91,Completes all assigned work. Struggles with core concepts.
CH-L2019068,6,Medium,False,Science,1,60,86.22,Benefits from one-on-one attention. Benefits from one-on-one attention.
CH-L2019068,6,Medium,False,Science,2,65,97.77,Benefits from one-on-one attention.
CH-L2019068,6,Medium,False,Science,3,63,84.67,Attendance is a concern.
CH-L2019068,6,Medium,False,Life Skills,1,74,94.1,Completes all assigned work.
CH-L2019068,6,Medium,False,Life Skills,2,76,96.26,Benefits from one-on-one attention.
CH-L2019068,6,Medium,False,Life Skills,3,90,90.24,Excellent grasp of concepts. Easily distracted.
CH-L2019068,6,Medium,False,Afrikaans,1,70,87.73,Steady progress.
CH-L2019068,6,Medium,False,Afrikaans,2,70,88.29,Quiet but consistent.
CH-L2019068,6,Medium,False,Afrikaans,3,67,83.27,Attendance is a concern.
CH-L2020069,4,Medium,False,English,1,53,90.08,Completes all assigned work.
CH-L2020069,4,Medium,False,English,2,51,99.45,Benefits from one-on-one attention. Attendance is a concern.
CH-L2020069,4,Medium,False,English,3,56,92.84,Steady progress.
CH-L2020069,4,Medium,False,Maths,1,47,91.96,Needs encouragement to participate. Often submits work late.
CH-L2020069,4,Medium,False,Maths,2,42,83.91,Needs encouragement to participate.
CH-L2020069,4,Medium,False,Maths,3,55,100.0,Quiet but consistent.
CH-L2020069,4,Medium,False,Science,1,69,93.41,Steady progress.
CH-L2020069,4,Medium,False,Science,2,66,93.44,Steady progress.
CH-L2020069,4,Medium,False,Science,3,65,88.27,Completes all assigned work.
CH-L2020069,4,Medium,False,Life Skills,1,59,85.52,Benefits from one-on-one attention.
CH-L2020069,4,Medium,False,Life Skills,2,62,96.19,Completes all assigned work.
CH-L2020069,4,Medium,False,Life Skills,3,59,94.85,Completes all assigned work.
CH-L2020069,4,Medium,False,Afrikaans,1,56,82.66,Needs encouragement to participate.
CH-L2020069,4,Medium,False,Afrikaans,2,65,85.61,Completes all assigned work. Completes all assigned work.
CH-L2020069,4,Medium,False,Afrikaans,3,59,90.42,Steady progress.
CH-L2019070,6,Low,False,English,1,88,98.85,A pleasure to teach. Easily distracted.
CH-L2019070,6,Low,False,English,2,77,98.39,Steady progress.
CH-L2019070,6,Low,False,English,3,86,96.41,Shows strong improvement.
CH-L2019070,6,Low,False,Maths,1,78,84.61,Attendance is a concern.
CH-L2019070,6,Low,False,Maths,2,68,85.53,Steady progress. Struggles with core concepts.
CH-L2019070,6,Low,False,Maths,3,75,86.33,Completes all assigned work. Often submits work late.
CH-L2019070,6,Low,False,Science,1,74,86.14,Benefits from one-on-one attention.
CH-L2019070,6,Low,False,Science,2,71,86.77,Steady progress.
CH-L2019070,6,Low,False,Science,3,75,87.18,Completes all assigned work. Steady progress.
CH-L2019070,6,Low,False,Life Skills,1,79,89.13,Quiet but consistent. Often submits work late.
CH-L2019070,6,Low,False,Life Skills,2,73,100.0,Completes all assigned work.
CH-L2019070,6,Low,False,Life Skills,3,75,96.8,Benefits from one-on-one attention.
CH-L2019070,6,Low,False,Afrikaans,1,71,89.74,Quiet but consistent. Completes all assigned work.
CH-L2019070,6,Low,False,Afrikaans,2,67,94.72,Completes all assigned work.
CH-L2019070,6,Low,False,Afrikaans,3,74,91.2,Completes all assigned work. Steady progress.
CH-L2021071,6,Low,False,English,1,71,96.11,Completes all assigned work. Often submits work late.
CH-L2021071,6,Low,False,English,2,80,86.59,Benefits from one-on-one attention.
CH-L2021071,6,Low,False,English,3,74,93.68,Steady progress.
CH-L2021071,6,Low,False,Maths,1,78,81.05,Needs encouragement to participate.
CH-L2021071,6,Low,False,Maths,2,82,83.36,Struggles with core concepts. Struggles with core concepts.
CH-L2021071,6,Low,False,Maths,3,82,96.69,Steady progress. Struggles with core concepts.
CH-L2021071,6,Low,False,Science,1,66,94.19,Steady progress.
CH-L2021071,6,Low,False,Science,2,72,88.22,Completes all assigned work.
CH-L2021071,6,Low,False,Science,3,78,89.5,Completes all assigned work.
CH-L2021071,6,Low,False,Life Skills,1,65,81.32,Attendance is a concern.
CH-L2021071,6,Low,False,Life Skills,2,80,96.02,Benefits from one-on-one attention.
CH-L2021071,6,Low,False,Life Skills,3,69,100.0,Completes all assigned work.
CH-L2021071,6,Low,False,Afrikaans,1,84,97.7,Benefits from one-on-one attention.
CH-L2021071,6,Low,False,Afrikaans,2,81,83.61,Easily distracted. Attendance is a concern.
CH-L2021071,6,Low,False,Afrikaans,3,86,99.89,Excellent grasp of concepts.
CH-L2021072,7,Medium,False,English,1,68,89.57,Quiet but consistent. Struggles with core concepts.
CH-L2021072,7,Medium,False,English,2,71,93.83,Steady progress.
CH-L2021072,7,Medium,False,English,3,66,90.16,Completes all assigned work.
CH-L2021072,7,Medium,False,Maths,1,68,97.88,Completes all assigned work. Completes all assigned work.
CH-L2021072,7,Medium,False,Maths,2,66,90.96,Quiet but consistent. Often submits work late.
CH-L2021072,7,Medium,False,Maths,3,67,98.12,Quiet but consistent.
CH-L2021072,7,Medium,False,Science,1,68,91.84,Steady progress.
CH-L2021072,7,Medium,False,Science,2,70,91.26,Quiet but consistent. Easily distracted.
CH-L2021072,7,Medium,False,Science,3,66,95.42,Benefits from one-on-one attention.
CH-L2021072,7,Medium,False,Life Skills,1,72,90.81,Benefits from one-on-one attention.
CH-L2021072,7,Medium,False,Life Skills,2,66,85.61,Completes all assigned work. Benefits from one-on-one attention.
CH-L2021072,7,Medium,False,Life Skills,3,71,88.77,Steady progress.
CH-L2021072,7,Medium,False,Afrikaans,1,70,95.68,Benefits from one-on-one attention.
CH-L2021072,7,Medium,False,Afrikaans,2,65,93.74,Steady progress. Attendance is a concern.
CH-L2021072,7,Medium,False,Afrikaans,3,75,83.28,Easily distracted. Benefits from one-on-one attention.
CH-L2020073,5,Low,True,English,1,63,83.89,Often submits work late.
CH-L2020073,5,Low,True,English,2,61,91.33,Quiet but consistent. Often submits work late.
CH-L2020073,5,Low,True,English,3,64,90.67,Steady progress. Completes all assigned work.
CH-L2020073,5,Low,True,Maths,1,57,89.04,Steady progress.
CH-L2020073,5,Low,True,Maths,2,60,92.2,Quiet but consistent. Needs encouragement to participate.
CH-L2020073,5,Low,True,Maths,3,65,85.13,Steady progress.
CH-L2020073,5,Low,True,Science,1,50,83.62,Struggles with core concepts.
CH-L2020073,5,Low,True,Science,2,60,84.16,Attendance is a concern.
CH-L2020073,5,Low,True,Science,3,44,91.44,Attendance is a concern.
CH-L2020073,5,Low,True,Life Skills,1,54,77.72,Often submits work late.
CH-L2020073,5,Low,True,Life Skills,2,59,93.78,Benefits from one-on-one attention. Easily distracted.
CH-L2020073,5,Low,True,Life Skills,3,54,87.87,Steady progress.
CH-L2020073,5,Low,True,Afrikaans,1,55,89.87,Completes all assigned work.
CH-L2020073,5,Low,True,Afrikaans,2,58,94.31,Quiet but consistent.
CH-L2020073,5,Low,True,Afrikaans,3,55,81.09,Struggles with core concepts. Quiet but consistent.
CH-L2019074,6,High,False,English,1,76,87.65,Quiet but consistent. Completes all assigned work.
CH-L2019074,6,High,False,English,2,69,95.0,Benefits from one-on-one attention. Attendance is a concern.
CH-L2019074,6,High,False,English,3,72,90.0,Completes all assigned work.
CH-L2019074,6,High,False,Maths,1,79,94.1,Benefits from one-on-one attention. Quiet but consistent.
CH-L2019074,6,High,False,Maths,2,79,90.66,Completes all assigned work.
CH-L2019074,6,High,False,Maths,3,84,99.97,Quiet but consistent. Struggles with core concepts.
CH-L2019074,6,High,False,Science,1,73,84.72,Often submits work late. Steady progress.
CH-L2019074,6,High,False,Science,2,71,92.63,Steady progress. Struggles with core concepts.
CH-L2019074,6,High,False,Science,3,77,91.0,Quiet but consistent.
CH-L2019074,6,High,False,Life Skills,1,77,94.91,Benefits from one-on-one attention.
CH-L2019074,6,High,False,Life Skills,2,76,93.59,Completes all assigned work.
CH-L2019074,6,High,False,Life Skills,3,72,86.87,Completes all assigned work.
CH-L2019074,6,High,False,Afrikaans,1,78,96.76,Steady progress.
CH-L2019074,6,High,False,Afrikaans,2,78,94.66,Completes all assigned work.
CH-L2019074,6,High,False,Afrikaans,3,80,96.02,Benefits from one-on-one attention.
CH-L2019075,4,Low,False,English,1,70,99.87,Benefits from one-on-one attention.
CH-L2019075,4,Low,False,English,2,72,94.81,Benefits from one-on-one attention.
CH-L2019075,4,Low,False,English,3,75,89.62,Steady progress.
CH-L2019075,4,Low,False,Maths,1,66,88.39,Completes all assigned work.
CH-L2019075,4,Low,False,Maths,2,53,93.98,Steady progress. Struggles with core concepts.
CH-L2019075,4,Low,False,Maths,3,56,93.0,Quiet but consistent. Often submits work late.
CH-L2019075,4,Low,False,Science,1,66,96.17,Benefits from one-on-one attention. Steady progress.
CH-L2019075,4,Low,False,Science,2,63,96.92,Completes all assigned work.
CH-L2019075,4,Low,False,Science,3,64,93.82,Steady progress.
CH-L2019075,4,Low,False,Life Skills,1,67,84.13,Often submits work late. Struggles with core concepts.
CH-L2019075,4,Low,False,Life Skills,2,64,94.65,Steady progress.
CH-L2019075,4,Low,False,Life Skills,3,70,94.1,Quiet but consistent.
CH-L2019075,4,Low,False,Afrikaans,1,61,95.56,Benefits from one-on-one attention.
CH-L2019075,4,Low,False,Afrikaans,2,71,96.39,Quiet but consistent. Quiet but consistent.
CH-L2019075,4,Low,False,Afrikaans,3,60,92.47,Steady progress.
CH-L2019076,5,Low,False,English,1,90,84.21,Struggles with core concepts. Needs encouragement to participate.
CH-L2019076,5,Low,False,English,2,89,95.64,Excellent grasp of concepts.
CH-L2019076,5,Low,False,English,3,90,98.45,Shows strong improvement.
CH-L2019076,5,Low,False,Maths,1,78,88.37,Completes all assigned work. Completes all assigned work.
CH-L2019076,5,Low,False,Maths,2,78,86.81,Completes all assigned work.
CH-L2019076,5,Low,False,Maths,3,83,83.55,Easily distracted. Quiet but consistent.
CH-L2019076,5,Low,False,Science,1,85,97.65,Benefits from one-on-one attention. Attendance is a concern.
CH-L2019076,5,Low,False,Science,2,79,86.35,Quiet but consistent.
CH-L2019076,5,Low,False,Science,3,81,90.34,Benefits from one-on-one attention. Benefits from one-on-one attention.
CH-L2019076,5,Low,False,Life Skills,1,73,88.93,Quiet but consistent.
CH-L2019076,5,Low,False,Life Skills,2,74,85.68,Benefits from one-on-one attention.
CH-L2019076,5,Low,False,Life Skills,3,76,93.76,Quiet but consistent.
CH-L2019076,5,Low,False,Afrikaans,1,92,91.56,Shows strong improvement.
CH-L2019076,5,Low,False,Afrikaans,2,89,87.21,Excellent grasp of concepts.
CH-L2019076,5,Low,False,Afrikaans,3,92,93.31,Works well with peers.
CH-L2018077,4,High,False,English,1,58,88.25,Steady progress.
CH-L2018077,4,High,False,English,2,60,95.62,Quiet but consistent.
CH-L2018077,4,High,False,English,3,55,98.93,Quiet but consistent. Quiet but consistent.
CH-L2018077,4,High,False,Maths,1,57,91.81,Steady progress.
CH-L2018077,4,High,False,Maths,2,56,91.2,Quiet but consistent.
CH-L2018077,4,High,False,Maths,3,63,97.52,Steady progress.
CH-L2018077,4,High,False,Science,1,56,93.59,Steady progress.
CH-L2018077,4,High,False,Science,2,64,83.5,Struggles with core concepts.
CH-L2018077,4,High,False,Science,3,62,99.65,Benefits from one-on-one attention.
CH-L2018077,4,High,False,Life Skills,1,76,94.44,Benefits from one-on-one attention.
CH-L2018077,4,High,False,Life Skills,2,72,86.29,Completes all assigned work.
CH-L2018077,4,High,False,Life Skills,3,66,95.63,Quiet but consistent. Benefits from one-on-one attention.
CH-L2018077,4,High,False,Afrikaans,1,78,93.93,Steady progress.
CH-L2018077,4,High,False,Afrikaans,2,70,84.73,Often submits work late. Struggles with core concepts.
CH-L2018077,4,High,False,Afrikaans,3,79,94.7,Steady progress. Often submits work late.
CH-L2021078,5,Low,False,English,1,64,92.88,Completes all assigned work. Needs encouragement to participate.
CH-L2021078,5,Low,False,English,2,67,90.36,Completes all assigned work. Often submits work late.
CH-L2021078,5,Low,False,English,3,80,85.64,Steady progress. Steady progress.
CH-L2021078,5,Low,False,Maths,1,72,95.53,Steady progress.
CH-L2021078,5,Low,False,Maths,2,70,91.75,Steady progress. Often submits work late.
CH-L2021078,5,Low,False,Maths,3,68,89.14,Quiet but consistent.
CH-L2021078,5,Low,False,Science,1,56,88.13,Quiet but consistent. Struggles with core concepts.
CH-L2021078,5,Low,False,Science,2,62,88.06,Steady progress.
CH-L2021078,5,Low,False,Science,3,70,91.27,Quiet but consistent. Completes all assigned work.
CH-L2021078,5,Low,False,Life Skills,1,68,97.66,Quiet but consistent.
CH-L2021078,5,Low,False,Life Skills,2,69,93.9,Quiet but consistent.
CH-L2021078,5,Low,False,Life Skills,3,77,93.09,Benefits from one-on-one attention. Often submits work late.
CH-L2021078,5,Low,False,Afrikaans,1,61,90.05,Benefits from one-on-one attention. Benefits from one-on-one attention.
CH-L2021078,5,Low,False,Afrikaans,2,74,99.02,Completes all assigned work.
CH-L2021078,5,Low,False,Afrikaans,3,74,92.95,Steady progress. Easily distracted.
CH-L2019079,5,Low,False,English,1,74,94.5,Steady progress.
CH-L2019079,5,Low,False,English,2,77,90.68,Completes all assigned work. Struggles with core concepts.
CH-L2019079,5,Low,False,English,3,72,96.44,Benefits from one-on-one attention.
CH-L2019079,5,Low,False,Maths,1,58,94.24,Quiet but consistent. Attendance is a concern.
CH-L2019079,5,Low,False,Maths,2,59,87.47,Quiet but consistent.
CH-L2019079,5,Low,False,Maths,3,48,86.73,Attendance is a concern.
CH-L2019079,5,Low,False,Science,1,65,97.44,Completes all assigned work.
CH-L2019079,5,Low,False,Science,2,68,100.0,Completes all assigned work.
CH-L2019079,5,Low,False,Science,3,70,100.0,Completes all assigned work.
CH-L2019079,5,Low,False,Life Skills,1,62,97.41,Quiet but consistent. Quiet but consistent.
CH-L2019079,5,Low,False,Life Skills,2,54,89.11,Quiet but consistent.
CH-L2019079,5,Low,False,Life Skills,3,58,97.29,Steady progress. Attendance is a concern.
CH-L2019079,5,Low,False,Afrikaans,1,52,92.39,Steady progress.
CH-L2019079,5,Low,False,Afrikaans,2,54,100.0,Completes all assigned work.
CH-L2019079,5,Low,False,Afrikaans,3,58,84.37,Needs encouragement to participate.
CH-L2018080,6,Medium,False,English,1,75,94.05,Steady progress.
CH-L2018080,6,Medium,False,English,2,78,80.15,Struggles with core concepts. Quiet but consistent.
CH-L2018080,6,Medium,False,English,3,78,89.01,Benefits from one-on-one attention.
CH-L2018080,6,Medium,False,Maths,1,77,94.75,Steady progress.
CH-L2018080,6,Medium,False,Maths,2,67,91.82,Completes all assigned work. Often submits work late.
CH-L2018080,6,Medium,False,Maths,3,71,93.16,Quiet but consistent. Needs encouragement to participate.
CH-L2018080,6,Medium,False,Science,1,72,88.5,Completes all assigned work.
CH-L2018080,6,Medium,False,Science,2,75,94.77,Benefits from one-on-one attention.
CH-L2018080,6,Medium,False,Science,3,75,94.56,Steady progress. Needs encouragement to participate.
CH-L2018080,6,Medium,False,Life Skills,1,68,87.19,Completes all assigned work. Completes all assigned work.
CH-L2018080,6,Medium,False,Life Skills,2,74,86.93,Completes all assigned work.
CH-L2018080,6,Medium,False,Life Skills,3,77,87.75,Steady progress.
CH-L2018080,6,Medium,False,Afrikaans,1,71,92.67,Benefits from one-on-one attention.
CH-L2018080,6,Medium,False,Afrikaans,2,69,96.95,Completes all assigned work.
CH-L2018080,6,Medium,False,Afrikaans,3,66,95.86,Benefits from one-on-one attention.
CH-L2018081,5,Medium,False,English,1,83,97.79,Quiet but consistent.
CH-L2018081,5,Medium,False,English,2,83,93.1,Benefits from one-on-one attention.
CH-L2018081,5,Medium,False,English,3,87,91.86,A pleasure to teach.
CH-L2018081,5,Medium,False,Maths,1,84,85.19,Completes all assigned work.
CH-L2018081,5,Medium,False,Maths,2,87,94.76,Excellent grasp of concepts.
CH-L2018081,5,Medium,False,Maths,3,84,88.85,Quiet but consistent.
CH-L2018081,5,Medium,False,Science,1,88,92.82,Shows strong improvement.
CH-L2018081,5,Medium,False,Science,2,87,99.07,Engages well in class. Attendance is a concern.
CH-L2018081,5,Medium,False,Science,3,92,91.26,A pleasure to teach.
CH-L2018081,5,Medium,False,Life Skills,1,92,96.75,Shows strong improvement. Steady progress.
CH-L2018081,5,Medium,False,Life Skills,2,91,96.38,A pleasure to teach.
CH-L2018081,5,Medium,False,Life Skills,3,84,91.54,Completes all assigned work.
CH-L2018081,5,Medium,False,Afrikaans,1,88,97.98,Shows strong improvement. Completes all assigned work.
CH-L2018081,5,Medium,False,Afrikaans,2,90,91.03,Works well with peers.
CH-L2018081,5,Medium,False,Afrikaans,3,85,83.94,Needs encouragement to participate. Attendance is a concern.
CH-L2021082,7,Low,False,English,1,80,86.13,Benefits from one-on-one attention. Needs encouragement to participate.
CH-L2021082,7,Low,False,English,2,80,85.03,Completes all assigned work.
CH-L2021082,7,Low,False,English,3,78,89.21,Benefits from one-on-one attention.
CH-L2021082,7,Low,False,Maths,1,71,91.35,Steady progress.
CH-L2021082,7,Low,False,Maths,2,69,91.82,Benefits from one-on-one attention. Needs encouragement to participate.
CH-L2021082,7,Low,False,Maths,3,75,90.14,Steady progress. Often submits work late.
CH-L2021082,7,Low,False,Science,1,69,100.0,Benefits from one-on-one attention. Completes all assigned work.
CH-L2021082,7,Low,False,Science,2,84,87.83,Steady progress.
CH-L2021082,7,Low,False,Science,3,76,92.26,Quiet but consistent.
CH-L2021082,7,Low,False,Life Skills,1,73,84.83,Easily distracted.
CH-L2021082,7,Low,False,Life Skills,2,80,93.25,Benefits from one-on-one attention.
CH-L2021082,7,Low,False,Life Skills,3,78,89.5,Quiet but consistent. Easily distracted.
CH-L2021082,7,Low,False,Afrikaans,1,73,90.53,Completes all assigned work. Needs encouragement to participate.
CH-L2021082,7,Low,False,Afrikaans,2,62,97.92,Benefits from one-on-one attention.
CH-L2021082,7,Low,False,Afrikaans,3,71,98.0,Completes all assigned work.
CH-L2020083,5,Low,False,English,1,60,88.21,Steady progress. Completes all assigned work.
CH-L2020083,5,Low,False,English,2,61,80.51,Easily distracted.
CH-L2020083,5,Low,False,English,3,59,93.49,Steady progress.
CH-L2020083,5,Low,False,Maths,1,67,100.0,Steady progress.
CH-L2020083,5,Low,False,Maths,2,65,85.56,Benefits from one-on-one attention.
CH-L2020083,5,Low,False,Maths,3,69,87.49,Quiet but consistent.
CH-L2020083,5,Low,False,Science,1,53,88.96,Steady progress.
CH-L2020083,5,Low,False,Science,2,60,96.34,Completes all assigned work.
CH-L2020083,5,Low,False,Science,3,53,81.54,Struggles with core concepts.
CH-L2020083,5,Low,False,Life Skills,1,66,87.42,Quiet but consistent. Benefits from one-on-one attention.
CH-L2020083,5,Low,False,Life Skills,2,68,90.73,Quiet but consistent. Benefits from one-on-one attention.
CH-L2020083,5,Low,False,Life Skills,3,63,90.62,Completes all assigned work. Completes all assigned work.
CH-L2020083,5,Low,False,Afrikaans,1,64,100.0,Steady progress.
CH-L2020083,5,Low,False,Afrikaans,2,63,93.86,Benefits from one-on-one attention. Needs encouragement to participate.
CH-L2020083,5,Low,False,Afrikaans,3,73,87.29,Quiet but consistent.
CH-L2019084,6,High,False,English,1,73,82.75,Struggles with core concepts. Quiet but consistent.
CH-L2019084,6,High,False,English,2,81,100.0,Steady progress.
CH-L2019084,6,High,False,English,3,68,91.45,Steady progress. Easily distracted.
CH-L2019084,6,High,False,Maths,1,78,90.7,Benefits from one-on-one attention.
CH-L2019084,6,High,False,Maths,2,74,82.48,Needs encouragement to participate. Attendance is a concern.
CH-L2019084,6,High,False,Maths,3,81,90.87,Steady progress. Quiet but consistent.
CH-L2019084,6,High,False,Science,1,76,89.21,Quiet but consistent. Steady progress.
CH-L2019084,6,High,False,Science,2,77,85.83,Completes all assigned work. Benefits from one-on-one attention.
CH-L2019084,6,High,False,Science,3,75,92.11,Quiet but consistent.
CH-L2019084,6,High,False,Life Skills,1,56,89.51,Benefits from one-on-one attention.
CH-L2019084,6,High,False,Life Skills,2,65,86.34,Quiet but consistent. Needs encouragement to participate.
CH-L2019084,6,High,False,Life Skills,3,69,91.96,Quiet but consistent.
CH-L2019084,6,High,False,Afrikaans,1,76,94.78,Steady progress.
CH-L2019084,6,High,False,Afrikaans,2,71,89.35,Steady progress.
CH-L2019084,6,High,False,Afrikaans,3,76,92.22,Steady progress.
CH-L2020085,7,Medium,False,English,1,71,90.67,Quiet but consistent.
CH-L2020085,7,Medium,False,English,2,64,86.99,Benefits from one-on-one attention. Completes all assigned work.
CH-L2020085,7,Medium,False,English,3,71,93.36,Completes all assigned work. Needs encouragement to participate.
CH-L2020085,7,Medium,False,Maths,1,66,91.13,Quiet but consistent.
CH-L2020085,7,Medium,False,Maths,2,58,89.24,Completes all assigned work. Attendance is a concern.
CH-L2020085,7,Medium,False,Maths,3,61,96.46,Completes all assigned work. Steady progress.
CH-L2020085,7,Medium,False,Science,1,64,98.84,Benefits from one-on-one attention.
CH-L2020085,7,Medium,False,Science,2,64,94.99,Completes all assigned work.
CH-L2020085,7,Medium,False,Science,3,67,96.13,Steady progress. Quiet but consistent.
CH-L2020085,7,Medium,False,Life Skills,1,55,89.12,Quiet but consistent.
CH-L2020085,7,Medium,False,Life Skills,2,57,92.67,Completes all assigned work. Often submits work late.
CH-L2020085,7,Medium,False,Life Skills,3,57,97.62,Steady progress.
CH-L2020085,7,Medium,False,Afrikaans,1,63,89.54,Benefits from one-on-one attention.
CH-L2020085,7,Medium,False,Afrikaans,2,67,90.24,Benefits from one-on-one attention.
CH-L2020085,7,Medium,False,Afrikaans,3,67,94.13,Quiet but consistent.
CH-L2018086,7,Low,True,English,1,52,85.51,Completes all assigned work.
CH-L2018086,7,Low,True,English,2,55,84.63,Attendance is a concern. Easily distracted.
CH-L2018086,7,Low,True,English,3,59,89.03,Quiet but consistent.
CH-L2018086,7,Low,True,Maths,1,47,81.73,Easily distracted.
CH-L2018086,7,Low,True,Maths,2,53,90.29,Quiet but consistent.
CH-L2018086,7,Low,True,Maths,3,48,85.68,Easily distracted. Benefits from one-on-one attention.
CH-L2018086,7,Low,True,Science,1,54,84.84,Struggles with core concepts.
CH-L2018086,7,Low,True,Science,2,46,79.77,Often submits work late.
CH-L2018086,7,Low,True,Science,3,61,91.19,Steady progress. Steady progress.
CH-L2018086,7,Low,True,Life Skills,1,52,85.03,Benefits from one-on-one attention.
CH-L2018086,7,Low,True,Life Skills,2,50,83.7,Attendance is a concern.
CH-L2018086,7,Low,True,Life Skills,3,48,90.13,Often submits work late.
CH-L2018086,7,Low,True,Afrikaans,1,50,91.67,Completes all assigned work. Steady progress.
CH-L2018086,7,Low,True,Afrikaans,2,47,86.22,Attendance is a concern.
CH-L2018086,7,Low,True,Afrikaans,3,51,89.06,Steady progress.
CH-L2021087,7,Low,False,English,1,76,92.39,Steady progress. Often submits work late.
CH-L2021087,7,Low,False,English,2,70,92.44,Steady progress.
CH-L2021087,7,Low,False,English,3,63,90.25,Completes all assigned work.
CH-L2021087,7,Low,False,Maths,1,60,88.75,Completes all assigned work.
CH-L2021087,7,Low,False,Maths,2,58,77.51,Needs encouragement to participate. Often submits work late.
CH-L2021087,7,Low,False,Maths,3,60,82.16,Attendance is a concern.
CH-L2021087,7,Low,False,Science,1,54,78.91,Often submits work late. Steady progress.
